t,x_meters,y_meters
0.5000,0.0000,13.4255
0.5333,2.4238,12.9358
0.5667,7.4733,15.0659
0.6000,10.0993,15.2617
0.6333,12.3762,14.7476
0.6667,14.3983,14.0513
0.7000,15.9875,13.0950
0.7333,17.2974,11.9075
0.7667,18.4603,10.5732
0.8000,19.5621,9.3001
0.8333,20.4604,7.7636
0.8667,21.3126,6.3131
0.9000,22.0699,4.7146
0.9333,22.7100,3.0390
0.9667,23.3814,1.3675
1.0000,23.7700,0.0000
